id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
QdqDsBC3,Zoom,Any scheduled meeting starts,This trigger fires when a scheduled meeting starts.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
QeD9wjJz,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
QfzNXMPg,Nest Protect,Smoke alarm warning,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
QgQdXueB,Google Calendar,Any event starts,This Trigger fires a set number of minutes before the starting time of any event on your Google Calendar.,iRobot,Pause robot,This action will pause your robot.,Generic/Other
QmBtAS7f,Gira Smart Home,Switched off,This trigger fires when a KNX device or binary switch is turned off.,iRobot,Start robot,This action will start your robot.,Generic/Other
QuZepxXV,Sense Energy Monitor,Device turned On/Off,This trigger fires every time a device in your house turns on or off.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
QuvEcCgA,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
QvQ7LpiJ,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Qw9fZYPs,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
QwfZaRnF,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
QxH9JchW,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
QyVWpvuj,iOS Calendar,New event added to specific calendar,This trigger fires every time a new event is added to the calendar that you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
QyuRb6ND,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,Heatmiser,Boost Timer,This Action will activate a Timer Boost on the selected Heatmiser Timer.,Generic/Other
R3sj6Rze,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
R6NXxtBG,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
R6cadfj3,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Wink: Pivot Power Genius,Turn outlet on,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on.",Generic/Other
R7MRQzqi,ecobee,Thermostat indoor temperature is greater than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
R8eqUisC,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
R8sx7NM4,Smart Life,Device or group is turned off,This trigger fires when the specified device/group is turned off.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
REHyswBd,Android Phone Call,Any incoming phone call missed,This Trigger fires every time you miss a phone call on your Android device.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
REytBF8i,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RLYEdAvJ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RNpMUQr4,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RPmfangE,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
RQRnT5qH,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RQW3gtJG,ecobee,Thermostat indoor temperature is greater than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
RV28HijT,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,WeMo Maker,Turn relay off then on,"This Action will turn a Wemo Maker off then on. If the WeMo Maker is already off, it will remain off.",Generic/Other
RW3eY74d,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
RZ7dtf82,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
RZX7JDHT,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
RaAcZ5xw,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
RazgCeSY,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
Rbd45ufq,ComEd,Manage your Carbon Footprint - Change in carbon intensity,"This trigger fires whenever the carbon intensity changes for the ComEd service territory, use this trigger to help lower your carbon footprint by reducing your energy during high carbon times",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RbgXDxvY,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RbshBUZm,ComEd,Manage your Carbon Footprint - Change in carbon intensity,"This trigger fires whenever the carbon intensity changes for the ComEd service territory, use this trigger to help lower your carbon footprint by reducing your energy during high carbon times",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
RcEZ9Brp,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,AQUAREA Smart Cloud,Start/Stop Quiet Mode,This action will set your device in Quiet Mode.,Generic/Other
RcMWGkK3,eWeLink Smart Home,1-Channel Switch turned on or off,This trigger fires when your eWeLink Support 1-Channel Switch is turned on or off.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
RiatGYQy,SpotCam,Motion event detected,This Trigger fires every time a motion event is detected.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
Rjp4qU2s,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
Rq8WtN6r,EDF : vos plages tarifaires,Début de plage tarifaire,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
RqAhnXkp,Netatmo Weather Station,Carbon dioxide rises above,This Trigger fires every time the carbon dioxide rises above a value you specify.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
RrZPW3uv,Android Phone Call,Outgoing phone call to a specific number ends,This Trigger fires every time you place a phone call on your Android device to a number you specify.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
Ru58jJnX,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
RvujgkNL,Button widget,Button press,This trigger fires every time you press the button.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
S4tqQW5F,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
S7PC4KkZ,Festina Watches,Pusher pressed,This trigger is fired from the assigned pusher on your Festina watch.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
S7yX6ViG,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on group,This Action will turn on a whole group of Mi|Home devices simultaneously.,Generic/Other
SA9nZ3XL,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Wink: Pivot Power Genius,Turn outlet on,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on.",Generic/Other
SCXszwUV,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
SGWA2YEt,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
SHEL7FR2,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
SJcdWjqn,YouTube,New Super Chat message,This trigger fires when there is a new Super Chat message in a live chat during a live stream on your channel.,SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
SKQhDr7t,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,Wink: Pivot Power Genius,Turn outlet on,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on.",Generic/Other
SKVNCr37,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
SNEvWXf6,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
SNU6BfdL,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
SQYSAcNR,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
SUCJBhb3,Twitter,New tweet by you with hashtag,This Trigger fires every time you post a new tweet with a specific hashtag.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
SW3ifyM2,Misfit,Flash button double pressed,This Trigger fires every time you double press your Misfit Flash button.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
SWPXA64D,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
SX5TAU8i,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
SYqyuvtc,iRobot,Job Complete,This trigger fires when your robot completes a job.,iRobot,Clean by Room,This action will clean a specific room in your home. For robots with Imprint™ Smart Mapping technology.,Generic/Other
SZYzHqev,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
SdBnEWJA,Android SMS,New SMS sent matches search,This Trigger fires every time you send an SMS on your Android device that matches a search you specify.,ThermoSmart,Pause,This Action will pause your ThermoSmart.,Generic/Other
SjKcMS32,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
SjPebdG8,Smart Life,Leak detected,This trigger fires when water leak detected.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
SmwJH9cs,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
Sp6UMNRG,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
SpAFHgf8,Ring,New Ring Detected,This Trigger fires every time somebody rings your Ring Doorbell.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
SqmyzcRX,Withings Sleep,When I get into bed,"This trigger fires every time your Withings Sleep detects that you get into bed, within the start and end time parameters that you specify. ",Heatzy,Activate the child lock,This action will lock a specific device,Generic/Other
SruUaxDv,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
Stv7iLzu,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Sv76UFdA,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
SvuJhU25,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
T2Sih4Je,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
T2bkmKfT,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Energenie Mi|Home,Power off device,This Action will turn off one of your Mi|Home devices.,Generic/Other
T38NGgdD,Button widget,Button press,This trigger fires every time you press the button.,Hubitat,Turn on a device,This Action will turn on a device attached to your Hubitat Elevation system.,Generic/Other
T43LMzBr,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
T4beEDHC,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
T5MYBbGV,Wireless Tag,Sensor detects water,"This Trigger fires when specified water sensor tag detects water with its resistive sensor, or when you short circuit its tip.",Hubitat,Close a device,This action will close a Hubitat device.,Generic/Other
T6Vd8hNZ,SwitchBot,Temperature or humidity changes,"Whenever a preset temperature and/or humidity change detected, SwitchBot Thermometer & Hygrometer (the Meter) will try to trigger the service. E.g. if the temperature is too high, turn on AC with the SwitchBot Hub Plus (the Hub Plus).",Heatzy,Set eco mode,This action will set a specific device on eco mode,Generic/Other
T6Ycghqe,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
T6cjFYRk,Scout Alarm,Mode armed,This Trigger fires when a mode is armed.,Hubitat,Change Mode,This action will change Hubitat's mode.,Generic/Other
T9EBYZhA,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
T9gcnwPZ,HAVEN IAQ,PM2.5 threshold is crossed ,This Trigger fires whenever the measured Particulate Matter of 2.5 microns in size (PM2.5) is above or below the threshold.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
TBnu2gzw,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
TGzM3dkJ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,iDevices,Turn off,This action will turn the specified product off.,Generic/Other
THzGngej,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
TJKUctuw,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TKA7WcMS,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
TLTZBHUp,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Smappee,Turn off plug,This Action will turn off a plug for the specified duration.,Generic/Other
TQFeYtca,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
TREN7suT,Fitbit,Daily step goal achieved,This Trigger fires every time you achieve your daily step goal.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TT7nNS9D,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
TUYe3BwJ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
TUrCYyWG,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TXDj5hWE,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Energenie Mi|Home,Power off group,This Action will turn off a whole group of Mi|Home devices simultaneously.,Generic/Other
TXYEdFgU,Bouncie,Geo-Circle was exited,This trigger fires when a vehicle exits one of its geo-circles,iRobot,Start robot,This action will start your robot.,Generic/Other
TYVz2rPJ,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",iRobot,Stop robot,This action will stop your robot.,Generic/Other
TYh27twZ,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
TZjPqkzF,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
TZvy8MBz,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TcMg872W,Total Connect 2.0,Total Connect security panel alarm detected,This trigger fires when my Total Connect security panel receives an alarm,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
Tef52Qmx,MyQ,Door closed,This trigger fires when a door is closed.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
TfPHX2Ze,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
ThBTM2JY,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Thby5cJ9,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TmvNeBRt,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
Tn7wRrDZ,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TnjaNvi6,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TnxGdKrY,August,Lock unlocked,This Trigger fires every time the specified lock is unlocked.,SwitchBot,Bot turn on ,This action will trigger the specified Bot to turn on the switch.,Generic/Other
Tr2M6uyc,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TuM6D5Aq,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
TwF9yLCu,Location,You exit an area,This Trigger fires every time you exit an area you specify.,ThermoSmart,Pause,This Action will pause your ThermoSmart.,Generic/Other
TwQVj9iB,SmartThings,Switched off,This Trigger fires every time your SmartThings device is switched off.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
Tx3kQAJW,WeMo Light Switch,Switched off,This Trigger fires every time your WeMo Light Switch is turned off.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
Tx9mdBiE,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
TzwprWQE,Date & Time,Every year on,This Trigger fires once a year on the date and time you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
U2LRkaxd,Smart Life,Device or group is turned off,This trigger fires when the specified device/group is turned off.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
U3XukMFr,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
U4RekapQ,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
U4UbBpcM,VeSync Dimmer,Turned on,This trigger fires when the device turns on.,VeSync Dimmer,Change brightness,This action will change the brightness of a Dimmer to a specified level/percentage.,Generic/Other
U5pHDhMv,Location,You enter an area,This Trigger fires every time you enter an area you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
U6Xq5Yfc,ecobee,Thermostat indoor temperature is less than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is less than a specific value you supply.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
U7umtqe8,Button widget,Button press,This trigger fires every time you press the button.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
UAeGZcXp,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Energenie Mi|Home,Power off group,This Action will turn off a whole group of Mi|Home devices simultaneously.,Generic/Other
